Position,Artist,Song Title
1,Percy Faith,"Theme From ""A Summer Place"""
2,Jim Reeves,He'll Have To Go
3,Everly Brothers,Cathy's Clown
4,Johnny Preston,Running Bear
5,Mark Dinning,Teen Angel
6,Brenda Lee,I'm Sorry
7,Elvis Presley,It's Now Or Never
8,Jimmy Jones,Handy Man
9,Elvis Presley,Stuck On You
10,Chubby Checker,The Twist
11,Connie Francis,Everybody's Somebody's Fool
12,Bobby Rydell,Wild One
13,Brothers Four,Greenfields
14,Jack Scott,What In The World's Come Over You
15,Marty Robbins,El Paso
16,Hollywood Argyles,Alley Oop
17,Connie Francis,My Heart Has A Mind Of Its Own
18,Brenda Lee,Sweet Nothin's
19,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
20,Roy Orbison,Only The Lonely
21,Dion and The Belmonts,Where Or When
22,Connie Stevens,Sixteen Reasons
23,Paul Anka,Puppy Love
24,Frankie Avalon,Why
25,Ventures,"Walk, Dont Run"
26,Drifters,Save The Last Dance For Me
27,Brook Benton and Dinah Washington,Baby (You Got What It Takes)
28,Johnny Horton,Sink The Bismark
29,Sam Cooke,Chain Gang
30,Everly Brothers,Let It Be Me
31,Jimmy Jones,Good Timin'
32,Bobby Darin,Beyond The Sea
33,Jimmy Clanton,Go Jimmy Go
34,Jackie Wilson,Night
35,Jack Scott,Burning Bridges
36,Toni Fisher,The Big Hurt
37,Duane Eddy,Because They're Young
38,Conway Twitty,Lonely Blue Boy
39,Steve Lawrence,Pretty Blue Eyes
40,Freddie Cannon,Way Down Yonder In New Orleans
41,Anita Bryant,Paper Roses
42,Larry Verne,Mr. Custer
43,Brenda Lee,I Want To Be Wanted
44,Fendermen,Mule Skinner Blues
45,Johnny Preston,Cradle Of Love
46,Marv Johnson,You've Got What It Takes
47,Hank Locklin,"Please Help Me, I'm Falling"
48,Ron Holden,Love You So
49,Hank Ballard and The Midnighters,Finger Poppin' Time
50,Platters,Harbor Lights
51,Billy Bland,Let The Little Girl Dance
52,Jeanne Black,He'll Have To Stay
53,Ferrante and Teicher,Theme From The Apartment
54,Bobby Rydell,Volare (Nel Blu Dipinto Di Blu)
55,Jimmy Charles,A Million To One
56,Andy Williams,The Village Of St. Bernadette
57,Browns,The Old Lamplighter
58,Bill Black's Combo,White Silver Sands
59,Bobby Vee,Devil Or Angel
60,Four Preps,Down By The Station
61,Little Dippers,Forever
62,Safaris and The Phantom's Band,Image Of A Girl
63,Brook Benton,Kiddio
64,Donnie Brooks,Mission Bell
65,Marv Johnson,I Love The Way You Love
66,Paul Anka,It's Time To Cry
67,Ray Peterson,Tell Laura I Love Her
68,Connie Francis,Mama
69,Steve Lawrence,Footsteps
70,Everly Brothers,So Sad
71,Brenda Lee,That's All You Gotta Do
72,Fats Domino,Walking To New Orleans
73,Connie Francis,Among My Souvenirs
74,Bobby Rydell,Swingin' School
75,Dinah Washington and Brook Benton,A Rockin' Good Way
76,Neil Sedaka,Stairway To Heaven
77,Paul Anka,My Home Town
78,Ray Charles,Georgia On My Mind
79,Skip and Flip,Cherry Pie
80,Sam Cooke,Wonderful World
81,Spencer Ross,Tracy's Theme
82,Lloyd Price,Lady Luck
83,Crests,Step By Step
84,Paul Evans,Happy-Go-Lucky Me
85,Ricky Nelson,Young Emotions
86,Johnny Burnette,Dreamin'
87,Johnny Tillotson,Poetry In Motion
88,Annette,O Dio Mio
89,Joe Jones,You Talk Too Much
90,Johnny and The Hurricanes,Beatnik Fly
91,Everly Brothers,When Will I Be Loved
92,Bob Luman,Let's Think About Livin'
93,Guy Mitchell,Heartaches By The Number
94,Anita Bryant,In My Little Corner Of The World
95,Jackie Wilson,Doggin' Around
96,Bobby Rydell,Little Bitty Girl
97,Barret Strong,Money
98,Maurice Williams,Stay
99,Charlie Rich,Lonely Weekends
100,Larry Hall,Sandy
